Nm_na_NmGenW	Aifreann na marbh	Aifreann,na,marbh
Nm_Nf	Aifreann éagnairce	Aifreann,éagnairc
Nm_A	fear dubh	fear,dubh
NPm_na_NPf	Cathair na hAilgéire	Cathair,na,Ailgéir
NPm_na_NPf	Cuan na hAraibe	Cuan,na,Araib
Nm_A	Diarmaidín riabhach	Diarmaidín,riabhach
Nm_Nf	Domhnach Cincíse	Domhnach,Cincís
Nm_Nf	Domhnach Cásca	Domhnach,Cáisc
Nm_na_Nf	Domhnach na Tríonóide	Domhnach,na,Tríonóid
Nm_Nf	Luan Cincíse	Luan,Cincís
Nm_Nf	Luan Cásca	Luan,Cáisc
Nm_A	Meiriceánach Laidineach	Meiriceánach,Laidineach
Adv:Pr_NmE	i mbríste	i,bríste
Nf_A	Móróg chaoch	Móróg,caoch
Nf_AB	Siobháinín bhuí	Siobháinín,buí
Adv:Pr_NmL	de chogar	de,cogar
Nm_Nm	abhras cadáis	abhras,cadás
Nf_A	achainí chiorclach	achainí,ciorclach
Nm_Nm	adhmad castáin	adhmad,castán
Nm_Nf	adhmad darach	adhmad,dair
Nm_Nf	adhmad giúise	adhmad,giúis
Nm_VA	adhmad leagtha	adhmad,leagtha
Adv:Pr_NfL	ar aghaidh	ar,aghaidh
Adv:Pr_Nm	le sruth	le,sruth
Adv:Pr_NmE	i gcrann	i,crann
Adv:Pr_NmL	le chéile	le,céile
Adv:Pr_NfL	ar aghaidh	ar,aghaidh
Nf_A	aghaidh dhúnárasach	aghaidh,dúnárasach
Nf_A	aicíd dhubh	aicíd,dubh
Nf_AB	aicíd ghasta	aicíd,gasta
Nm_A	aigéad ascorbach	aigéad,ascorbach
Nm_A	aigéad citreach	aigéad,citreach
Nm_A	aigéad hidreaclórach	aigéad,hidreaclórach
Nm_A	aigéad lachtach	aigéad,lachtach
Nm_A	aigéad sailleach	aigéad,sailleach
Nm_A	aigéad úrach	aigéad,úrach
Nf_A	aimsir cholgach	aimsir,colgach
Nf_AB	aimsir fhoirfe	aimsir,foirfe
Nf_A	aimsir mhór	aimsir,mór
Nm_Nf	aingeal coimhdeachta	aingeal,coimhdeacht
Nm_VA	ainm baiste	ainm,baiste
Nm_Nm	ainm ceana	ainm,cion
Nm_Nm	ainm comhaid	ainm,comhad
Nm_A	ainm dílis	ainm,dílis
Nm_Nf	ainm treibhe	ainm,treibh
Nm_Nf	ainm trádála	ainm,trádáil
Nm_na_NmGenS	ainmhí na seolta	ainmhí,na,seol
Nm_VA	airgead cúbláilte	airgead,cúbláilte
Nm_A	airgead réidh	airgead,réidh
Nm_A	airgead tirim	airgead,tirim
Nf_A	ais cheartingearach	ais,ceartingearach
Nf_A	ais chothrománach	ais,cothrománach
Nm_Nf	aisiríoch gruaige	aisiríoch,gruaig
Nf_AB	aisling chollaí	aisling,collaí
Nm_A	aiteann gaelach	aiteann,gaelach
Nm_Nm	aláram dóiteáin	aláram,dóiteán
Nm_Nf	am codlata	am,codladh
Adv:Pr_NfE	i láthair	i,láthair
Nm_A	am saor	am,saor
Nm_A	am éigin	am,éigin
Nm_A	amadán móinteach	amadán,móinteach
Nm_Nf	amharc tíre	amharc,tír
Nm_Nm	anlann tartair	anlann,tartar
Nm_Nf	anraith pise	anraith,pis
Nf_Nm	aois fir	aois,fear
Nm_Nm	aonad dianchúraim	aonad,dianchúram
Nm_A	aonad réalteolaíoch	aonad,réalteolaíoch
Nm_VA	aos teannta	aos,teannta
Nm_A	aos óg	aos,óg
Adv:Pr_NfL	ar aghaidh	ar,aghaidh
Adv:Pr_NfL	ar aire	ar,aire
Adv:Pr_NfL	ar ais	ar,ais
Adv:Pr_NmL	ar éigean	ar,éigean
Nf_Nm	dé deiridh	dé,deireadh
Nf_A	trá fholamh	trá,folamh
Adv:Pr_NfL	ar anaiste	ar,anaiste
Adv:Pr_NmL	ar ancaire	ar,ancaire
Adv:Pr_NmL	ar atráth	ar,atráth
Adv:Pr_Nm	ar baillín	ar,baillín
Adv:Pr_Nm	ar ball	ar,ball
Adv:Pr_Nm	ar ballchrith	ar,ballchrith
Adv:Pr_Nm	ar baol	ar,baol
Adv:Pr_NmL	ar bhrú	ar,brú
Adv:Pr_Nf	ar binb	ar,binb
Adv:Pr_Nm	ar bior	ar,bior
Adv:Pr_Nm	ar bith	ar,bith
Adv:Pr_Nf	ar bogmheisce	ar,bogmheisce
Adv:Pr_Nm	ar bord	ar,bord
Adv:Pr_Nf	ar buile	ar,buile
Adv:Pr_Nm	ar bun	ar,bun
Adv:Pr_Nm	ar bustard	ar,bustard
Adv:Pr_Nf	ar bís	ar,bís
Adv:Pr_Nm	ar cead	ar,cead
Adv:Pr_Nm	ar ceal	ar,ceal
Adv:Pr_Nm	ar ceant	ar,ceant
Adv:Pr_Nm	ar bith	ar,bith
Adv:Pr_NmL	ar choinníoll	ar,coinníoll
Adv:Pr_Nm	ar bith	ar,bith
Adv:Pr_Nm	ar bith	ar,bith
Adv:Pr_Nf	ar comhaois	ar,comhaois
Adv:Pr_Nf	ar comhchéim	ar,comhchéim
Adv:Pr_Nm	ar comhfhad	ar,comhfhad
Adv:Pr_Nm	ar cothrom	ar,cothrom
Adv:Pr_Nf	ar cuairt	ar,cuairt
Adv:Pr_Nm	ar céalacan	ar,céalacan
Adv:Pr_Nm	ar cíos	ar,cíos
Adv:Pr_Nf	ar cóimhéid	ar,cóimhéid
Nm_na_Nf	dath na luaidhe	dath,na,luaidhe
Adv:Pr_Nf	ar deic	ar,deic
Adv:Pr_Nf	ar deil	ar,deil
Adv:Pr_Nm	ar deiseal	ar,deiseal
Adv:Pr_Nf	ar deoraíocht	ar,deoraíocht
Adv:Pr_NfL	ar dheis	ar,deis
Adv:Pr_Nm	ar bith	ar,bith
Adv:Pr_Nm	ar diúité	ar,diúité
Adv:Pr_NfL	do chiall	do,ciall
Adv:Pr_NmL	do phionsa	do,pionsa
Adv:Pr_NfL	do sheanléim	do,seanléim
Adv:Pr_NfL	do shocracht	do,socracht
Adv:Pr_NmL	do sháimhín	do,sáimhín
Adv:Pr_NmL	do shó	do,só
Adv:Pr_Nm	ar domhan	ar,domhan
Adv:Pr_NmE	ar dtús	ar,tús
Adv:Pr_Nm	ar dualgas	ar,dualgas
Adv:Pr_Nf	ar dáir	ar,dáir
Adv:Pr_Nf	ar dásacht	ar,dásacht
Adv:Pr_Nm	ar dícheangal	ar,dícheangal
Adv:Pr_Nf	ar dóigh	ar,dóigh
Adv:Pr_Nf	ar faonoscailt	ar,faonoscailt
Adv:Pr_Nf	ar farraige	ar,farraige
Adv:Pr_NmE	i bhfad	i,fad
Nm_na_Nf	feadh na faide	feadh,na,faide
Nm_Nm	feadh tamaill	feadh,tamall
Adv:Pr_NmL	ar fheabhas	ar,feabhas
Adv:Pr_Nm	ar fiannas	ar,fiannas
Adv:Pr_Nm	ar forbhás	ar,forbhás
Adv:Pr_Nm	ar foscadh	ar,foscadh
Adv:Pr_Nm	ar fuaidreamh	ar,fuaidreamh
Adv:Pr_Nm	ar fán	ar,fán
Adv:Pr_Nm	ar féarach	ar,féarach
Adv:Pr_Nm	ar garda	ar,garda
Adv:Pr_NmE	ar gcúl	ar,cúl
Adv:Pr_NmL	ar ghannchothú	ar,gannchothú
Adv:Pr_NfL	ar iasacht	ar,iasacht
Adv:Pr_NmL	ar éigean	ar,éigean
Adv:Pr_NfL	ar intinn	ar,intinn
Adv:Pr_NmL	ar lacáiste	ar,lacáiste
Adv:Pr_NmL	ar leataobh	ar,leataobh
Adv:Pr_NmL	ar leathcheann	ar,leathcheann
Adv:Pr_NfL	ar leathmhaig	ar,leathmhaig
Adv:Pr_NfL	ar leathoscailt	ar,leathoscailt
Adv:Pr_NfL	ar leathscáil	ar,leathscáil
Adv:Pr_NfL	ar leathstuaic	ar,leathstuaic
Adv:Pr_NmL	ar leibhéal	ar,leibhéal
Adv:Pr_NfL	ar leith	ar,leith
Adv:Pr_NmL	ar leithead	ar,leithead
Adv:Pr_NmL	ar lánluas	ar,lánluas
Adv:Pr_NfL	ar líne	ar,líne
Adv:Pr_Nf	ar maidin	ar,maidin
Adv:Pr_Nm	ar maos	ar,maos
Adv:Pr_Nf	ar marthain	ar,marthain
Adv:Pr_Nf	ar mearaí	ar,mearaí
Adv:Pr_Nm	ar mearbhall	ar,mearbhall
Adv:Pr_Nf	ar meisce	ar,meisce
Adv:Pr_Nm	ar meán	ar,meán
Adv:Pr_NmL	ar mhí-eagar	ar,mí-eagar
Adv:Pr_NmL	ar mhórscála	ar,mórscála
Adv:Pr_Nf	ar muir	ar,muir
Adv:Pr_Nf	ar míthreoir	ar,míthreoir
Adv:Pr_NfE	ar ndóigh	ar,dóigh
Adv:Pr_NmL	ar neamhní	ar,neamhní
Adv:Pr_Nm	ar parúl	ar,parúl
Adv:Pr_Nm	ar pinsean	ar,pinsean
Adv:Pr_Nm	ar pár	ar,pár
Adv:Pr_NmL	ar sceabha	ar,sceabha
Adv:Pr_Nm	ar bith	ar,bith
Adv:Pr_Nm	ar seachrán	ar,seachrán
Adv:Pr_Nf	ar seirbhís	ar,seirbhís
Adv:Pr_NmL	ar shiúl	ar,siúl
Adv:Pr_Nm	ar sochar	ar,sochar
Adv:Pr_Nm	ar sodar	ar,sodar
Adv:Pr_NfL	ar stailc	ar,stailc
Adv:Pr_NmL	ar strae	ar,strae
Adv:Pr_NmL	ar stáisiún	ar,stáisiún
Adv:Pr_Nm	ar séasúr	ar,séasúr
Adv:Pr_Nm	ar taifead	ar,taifead
Adv:Pr_Nf	ar talamh	ar,talamh
Adv:Pr_Nm	ar teaghrán	ar,teaghrán
Adv:Pr_Nm	ar tosach	ar,tosach
Adv:Pr_Nm	ar tuathal	ar,tuathal
Nf_Nm	tí báis	tí,bás
Adv:Pr_Nf	ar tír	ar,tír
Adv:Pr_NmL	ar uachtar	ar,uachtar
Adv:Pr_NmL	ar éigean	ar,éigean
Nm_A	arbhar Indiach	arbhar,Indiach
Nm_A	arbhar milis	arbhar,milis
Nm_Nf	arcán talún	arcán,talamh
Nm_Nf	ardú céime	ardú,céim
Nm_A	arán Francach	arán,Francach
Nm_Nm	arán baile	arán,baile
Nm_A	arán briosc	arán,briosc
Nm_A	arán donn	arán,donn
Nm_Nf	arán gairleoige	arán,gairleog
Nm_A	arán glas	arán,glas
Adv:Pr_NfL	ar ais	ar,ais
Adv:Pr_Nm	as alt	as,alt
Adv:Pr_Nm	as amharc	as,amharc
Adv:Pr_Nf	as anáil	as,anáil
Adv:Pr_Nm	as baile	as,baile
Adv:Pr_Nm	as cló	as,cló
Adv:Pr_Nm	as compás	as,compás
Adv:Pr_Nm	as cosán	as,cosán
Adv:Pr_Nf	as cuimse	as,cuimse
Adv:Pr_Nf	as cuma	as,cuma
Adv:Pr_NfL	do mheabhair	do,meabhair
Adv:Pr_NmL	do sheasamh	do,seasamh
Adv:Pr_Nm	as dáta	as,dáta
Adv:Pr_Nm	as faisean	as,faisean
Adv:Pr_Nm	as fearas	as,fearas
Adv:Pr_Nf	as feidhm	as,feidhm
Nf_A	fuil fhuar	fuil,fuar
Adv:Pr_Nm	as gléas	as,gléas
Adv:Pr_Nf	as guais	as,guais
Adv:Pr_Nm	as ionad	as,ionad
Adv:Pr_Nm	as ionú	as,ionú
Adv:Pr_Nf	as láthair	as,láthair
Adv:Pr_Nf	as líne	as,líne
Adv:Pr_Nm	as marc	as,marc
Adv:Pr_Nf	as obair	as,obair
Adv:Pr_Nm	as ord	as,ord
Adv:Pr_Nm	as ordú	as,ordú
Adv:Pr_Nm	as raon	as,raon
Adv:Pr_Nm	as stoc	as,stoc
Adv:Pr_Nm	as séasúr	as,séasúr
Adv:Pr_Nm	as éadan	as,éadan
Adv:Pr_Nf	as úire	as,úire
Adv:Pr_Nf	as úsáid	as,úsáid
Nf_Nf	athair faoistine	athair,faoistin
Nm_Nm	babhta cinnidh	babhta,cinneadh
Nm_VA	babhta cáilithe	babhta,cáilithe
Nm_Nm	babhta óil	babhta,ól
Nf_Nm	muin capaill	muin,capall
Nm_Nf	bacán brád	bacán,bráid
Nm_Nf	bacán téide	bacán,téad
Nf_VA	badhbh chaointe	badhbh,caointe
Nf_AB	badhbh ghríofa	badhbh,gríofa
Nm_A	bagún stríocach	bagún,stríocach
Nm_A	baile borrach	baile,borrach
Nm_Nm	baile fearainn	baile,fearann
Nm_A	baile mór	baile,mór
Adv:Pr_NmL	le chéile	le,céile
Nm_Nf	bailitheoir cánach	bailitheoir,cáin
Nf_AB	cloch ghlas	cloch,glas
Nm_VA	bainne bearrtha	bainne,bearrtha
Nm_A	bainne caoin	bainne,caoin
Nm_Nf	bainne cíche	bainne,cíoch
Nm_A	bainne géar	bainne,géar
Nm_A	bainne lom	bainne,lom
Nm_A	bainne milis	bainne,milis
Nm_A	bainne púdrach	bainne,púdrach
Nm_A	bainne ramhar	bainne,ramhar
Nm_A	bainne úr	bainne,úr
Nf_Nm	baintreach fir	baintreach,fear
Nm_A	bairín breac	bairín,breac
Nm_Nm	baitín cadáis	baitín,cadás
Nm_Nf	ball breise	ball,breis
Nm_Nf	ball broinne	ball,broinn
Nm_A	ball céadfach	ball,céadfach
Nm_Nm	ball dobhráin	ball,dobhrán
Nm_A	ball forimeallach	ball,forimeallach
Nm_A	ball gorm	ball,gorm
Nm_Nf	ball gréine	ball,grian
Nm_Nm	ball iompair	ball,iompar
Nm_Nm	ball ionannais	ball,ionannas
Nm_A	ball mí-oiriúnach	ball,mí-oiriúnach
Nm_A	ball odhar	ball,odhar
Nm_A	ballach breac	ballach,breac
Nf_Nf	bantiarna talún	bantiarna,talamh
Nm_Nm	bardach teampaill	bardach,teampall
Nm_A	barr broghach	barr,broghach
Nm_VA	barra cuimilte	barra,cuimilte
Nm_Nm	barra taoibh	barra,taobh
Nm_Nf	bata croise	bata,cros
Nm_Nm	bata draighin	bata,draighean
Nm_Nf	bata feola	bata,feoil
Adv:Pr_NmE	i gcomhlíonadh	i,comhlíonadh
Nm_Nm	beacán bearaigh	beacán,bearach
Nm_A	beag bídeach	beag,bídeach
Adv:Pr_NmL	ar bheagán	ar,beagán
Nf_A	beainín uasal	beainín,uasal
Nm_VA	bealach achtaithe	bealach,achtaithe
Nm_VA	bealach buailte	bealach,buailte
Nm_A	bealach caoch	bealach,caoch
Nm_Nm	bealach iompair	bealach,iompar
Nm_A	bealach mór	bealach,mór
Nm_VA	bealach éalaithe	bealach,éalaithe
Nm_Nf	bealadh gruaige	bealadh,gruaig
Nf_A	bean chabhrach	bean,cabhrach
Nf_VA	bean chaointe	bean,caointe
Nf_A	bean dhearg	bean,dearg
Nf_Nm	bean feasa	bean,fios
Nf_A	bean mháistriúil	bean,máistriúil
Nf_Nm	bean tionlacain	bean,tionlacan
Nf_Nm	bean tí	bean,teach
Nf_Nm	bean tís	bean,tíos
Nf_A	bean uasal	bean,uasal
Nm_A	beart amhantrach	beart,amhantrach
Nm_Nf	beart codlata	beart,codladh
Adv:Pr_NfL	do chiall	do,ciall
Nf_A	beith gheal	beith,geal
Nm_VA	bia reoite	bia,reoite
Nm_Nm	bia éanáin	bia,éanán
Nm_A	biatas mór	biatas,mór
Nm_Nm	bindealán cinn	bindealán,ceann
Nf_Nm	binn féaraigh	binn,féarach
Nm_Nm	binse breithimh	binse,breitheamh
Nm_VA	bior braite	bior,braite
Nm_Nm	biorán brollaigh	biorán,brollach
Nm_Nf	biorán gruaige	biorán,gruaig
Nm_A	biotúman leachtach	biotúman,leachtach
Nm_A	blas géar	blas,géar
Nf_A	bliain shabóideach	bliain,sabóideach
Nm_Nf	blosc toirní	blosc,toirneach
Nm_Nm	blár catha	blár,cath
Nf_AB	bláthnaid ghallda	bláthnaid,gallda
Nm_A	boc mór	boc,mór
Adv:Pr_Nf	ar dris	ar,dris
Nm_A	bod donn	bod,donn
Nm_A	bod gorm	bod,gorm
Nm_A	bod mór	bod,mór
Nm_na_NmGenW	bod na dtor	bod,na,tor
Nm_Nm	bodach bóthair	bodach,bóthar
Nm_A	bodach donn	bodach,donn
Nm_Nm	bodach gliogair	bodach,gliogar
Nm_A	bodach mór	bodach,mór
Nm_Nf	bodán coille	bodán,coill
Nm_na_NmGenS	bodán na gcloigíní	bodán,na,cloigín
Adv:Pr_Nm	le luamhán	le,luamhán
Nm_Nm	bogha ceatha	bogha,cith
Nm_A	boinéad sciathánach	boinéad,sciathánach
Nm_Nm	boiscín púdair	boiscín,púdar
Nm_Nm	boladh coirp	boladh,corp
Nm_Nf	bolgán béice	bolgán,béic
Nm_A	bonn bán	bonn,bán
Nm_Nm	bord deiridh	bord,deireadh
Nm_VA	bord riartha	bord,riartha
Nm_A	bord íseal	bord,íseal
Nm_Nf	bosca abhlainne	bosca,abhlann
Nm_Nm	bosca bruscair	bosca,bruscar
Nm_VA	bosca coigilte	bosca,coigilte
Nm_Nf	bosca faoistine	bosca,faoistin
Nm_A	bosca fuar	bosca,fuar
Nm_Nf	bosca fuinneoige	bosca,fuinneog
Nm_Nm	bosca gainimh	bosca,gaineamh
Nm_Nf	bosca gallúnaí	bosca,gallúnach
Nm_Nm	bosca gutháin	bosca,guthán
Nm_Nm	bosca oighir	bosca,oighear
Nm_Nm	bosca poist	bosca,post
Nm_Nm	bosca teileafóin	bosca,teileafón
Nm_A	brachán lom	brachán,lom
Nm_Nm	bradán fearna	bradán,fearn
Nm_A	bran beag	bran,beag
Nm_Nf	branra brád	branra,bráid
Nm_na_NmGenW	brat na scaball	brat,na,scaball
Nm_Nm	brathadóir éithigh	brathadóir,éitheach
Nm_A	breac aisteach	breac,aisteach
Adv:Pr_NmL	do dhochar	do,dochar
Nm_A	breacadh cearnógach	breacadh,cearnógach
Nf_Nf	breith clainne	breith,clann
Nf_Nf	breith fionraíochta	breith,fionraíocht
Nm_Nm	breithiúnas báis	breithiúnas,bás
Nf_A	breoiteacht mhór	breoiteacht,mór
Nm_Nm	bristeoir oighir	bristeoir,oighear
Nm_A	brocaire te	brocaire,te
Nm_A	bronntanas déirceach	bronntanas,déirceach
Nf_A	bruitíneach dhearg	bruitíneach,dearg
Nm_Nm	bruscar aráin	bruscar,arán
Adv:Pr_NfL	faoi thír	faoi,tír
Nm_Nf	bruth féasóige	bruth,féasóg
Nm_Nf	bráisléad brád	bráisléad,bráid
Adv:Pr_Nf	gan díobháil	gan,díobháil
Nm_A	bríce Ollannach	bríce,Ollannach
Nm_Nm	bríce aráin	bríce,arán
Adv:Pr_NfL	do bhean	do,bean
Nm_A	bríste gairid	bríste,gairid
Nm_VA	bríste sciota	bríste,sciota
Nf_A	bróg ard	bróg,ard
Nf_A	bróg mhór	bróg,mór
Adv:Pr_NfL	ar aghaidh	ar,aghaidh
Adv:Pr_NmL	ar uachtar	ar,uachtar
Nm_A	bua Piorrach	bua,Piorrach
Nm_A	bua caoch	bua,caoch
Adv:Pr_NfL	gan choimhlint	gan,coimhlint
Adv:Pr_Nm	gan dua	gan,dua
Nm_na_Nf	bua na hoiriúnachta	bua,na,oiriúnacht
Nm_Nf	buachaill aimsire	buachaill,aimsir
Nm_Nm	buachaill baile	buachaill,baile
Nm_Nf	buachaill feirme	buachaill,feirm
Nm_A	buachaill mór	buachaill,mór
Nm_A	buachaill óg	buachaill,óg
Adv:Pr_NfL	ó thalamh	ó,talamh
Nm_Nf	buadán déise	buadán,dias
Adv:Pr_NmL	faoi chéile	faoi,céile
Adv:Pr_NfE	i gcoinne	i,coinne
Adv:Pr_Nm	in éadan	i,éadan
Adv:Pr_Nf	le sáil	le,sáil
Nm_Nf	buaircín péine	buaircín,pian
Nm_Nm	bualadh boid	bualadh,bod
Nm_Nf	bualadh cloiche	bualadh,cloch
Nm_Nm	bualadh craicinn	bualadh,craiceann
Nm_A	buama adamhach	buama,adamhach
Nm_A	buidéal te	buidéal,te
Adv:Pr_NmL	ar bhuille	ar,buille
Nm_A	buille beag	buille,beag
Nm_Nf	buille boise	buille,bos
Nm_Nm	buille cloiginn	buille,cloigeann
Nm_Nf	buille coise	buille,cos
Nm_A	buille craobhach	buille,craobhach
Adv:Pr_NfL	faoi thuairim	faoi,tuairim
Nm_Nf	buille gualainne	buille,gualainn
Nm_A	buille géar	buille,géar
Nm_na_Nf	buille na sní	buille,na,sní
Nm_na_Nf	buille na tubaiste	buille,na,tubaiste
Nm_Nm	buille pinn	buille,peann
Nm_Nf	builín feola	builín,feoil
Nm_A	buinneán bán	buinneán,bán
Nm_Nf	bun abhann	bun,abhainn
Nm_na_Nf	bun na spéire	bun,na,spéir
Nm_Nf	buntáiste breise	buntáiste,breis
Nm_A	buntáiste meicniúil	buntáiste,meicniúil
Nm_A	buí mór	buí,mór
Nm_A	bád bán	bád,bán
Nm_Nf	bád farantóireachta	bád,farantóireacht
Nm_VA	bád iomartha	bád,iomartha
Nm_A	míol mór	míol,mór
Nm_Nm	bád poist	bád,post
Nm_VA	báire buailte	báire,buailte
Nf_A	báisteach aigéadach	báisteach,aigéadach
Nm_Nm	bás cliabháin	bás,cliabhán
Nm_A	bás gorm	bás,gorm
Nm_A	béal binn	béal,binn
Nm_A	béal bocht	béal,bocht
Nm_Nm	béal bolcáin	béal,bolcán
Nm_A	béal bán	béal,bán
Nm_Nm	béal dorais	béal,doras
Nm_Nm	béal duibheagáin	béal,duibheagán
Adv:Pr_Nm	gan scáth	gan,scáth
Adv:Pr_Nf	gan smid	gan,smid
Nm_na_Nf	béal na bréige	béal,na,bréag
Nm_na_Nf	béal na céille	béal,na,ciall
Nm_A	béal salach	béal,salach
Nm_A	béar bán	béar,bán
Nm_A	béar liath	béar,liath
Nm_A	béile beag	béile,beag
Nm_A	béile scamhardach	béile,scamhardach
Adv:Pr_Nf	ag bacadaíl	ag,bacadaíl
Adv:Pr_Nf	ag braiteoireacht	ag,braiteoireacht
Adv:Pr_Nf	ag cabaireacht	ag,cabaireacht
Adv:Pr_Nf	ag cailicéireacht	ag,cailicéireacht
Adv:Pr_Nf	ag clabaireacht	ag,clabaireacht
Adv:Pr_Nf	ag cliúsaíocht	ag,cliúsaíocht
Adv:Pr_Nf	ag cnáimhseáil	ag,cnáimhseáil
Adv:Pr_Nm	ag fuarchaoineadh	ag,fuarchaoineadh
Adv:Pr_Nf	ag fálróid	ag,fálróid
Adv:Pr_Nf	ag fánaíocht	ag,fánaíocht
Adv:Pr_Nf	ag gaotaireacht	ag,gaotaireacht
Adv:Pr_Nf	ag geonaíl	ag,geonaíl
Adv:Pr_Nf	ag ladhráil	ag,ladhráil
Adv:Pr_Nf	ag lapaireacht	ag,lapaireacht
Adv:Pr_Nf	ag leanbaíocht	ag,leanbaíocht
Adv:Pr_Nf	ag lúbarnaíl	ag,lúbarnaíl
Adv:Pr_Nf	ag máinneáil	ag,máinneáil
Adv:Pr_Nf	ag méirínteacht	ag,méirínteacht
Adv:Pr_Nf	ag pleidhcíocht	ag,pleidhcíocht
Adv:Pr_Nm	ag plámás	ag,plámás
Adv:Pr_Nf	ag priosláil	ag,priosláil
Adv:Pr_Nf	ag radaireacht	ag,radaireacht
Adv:Pr_Nf	ag salmaireacht	ag,salmaireacht
Adv:Pr_Nf	ag sciotaíl	ag,sciotaíl
Adv:Pr_Nf	ag snagaireacht	ag,snagaireacht
Adv:Pr_Nm	ag sodar	ag,sodar
Adv:Pr_Nf	ag stadaireacht	ag,stadaireacht
Adv:Pr_Nf	ag síodráil	ag,síodráil
Adv:Pr_NfL	ar aire	ar,aire
Adv:Pr_Nf	ar foluain	ar,foluain
Adv:Pr_NmL	ar lóistín	ar,lóistín
Adv:Pr_Nm	ar tosach	ar,tosach
Adv:Pr_NmL	faoi bhláth	faoi,bláth
Adv:Pr_NfL	faoi bhuairt	faoi,buairt
Adv:Pr_NfL	faoi mhaise	faoi,maise
Adv:Pr_NfL	faoi réim	faoi,réim
Adv:Pr_NmE	i gceannas	i,ceannas
Adv:Pr_Nm	in aontíos	i,aontíos
Nm_A	bíoma bán	bíoma,bán
Nf_A	bó mhór	bó,mór
Nm_Nm	bóthar aimhleasa	bóthar,aimhleas
Nm_Nm	bóthar iarainn	bóthar,iarann
Nm_A	bóthar mór	bóthar,mór
Nf_Nm	bóín Dé	bóín,dia
Nm_A	cabaire breac	cabaire,breac
Nm_Nf	cabhán abhann	cabhán,abhainn
Nm_VA	cabáiste géaraithe	cabáiste,géaraithe
Adv:Pr_NmL	ar oineach	ar,oineach
Nm_Nm	cadhan aonair	cadhan,aonar
Nf_Nm	caidhp fir	caidhp,fear
Nm_Nm	caidéal peitril	caidéal,peitreal
Adv:Pr_NfL	do ghuaim	do,guaim
Nf_VA	cailleach bhasctha	cailleach,basctha
Nf_A	cailleach bhreac	cailleach,breac
Nf_A	cailleach dhubh	cailleach,dubh
Nf_Nm	cailleach feasa	cailleach,fios
Nf_AB	cailleach fhada	cailleach,fada
Nf_A	cailleach phiseogach	cailleach,piseogach
Nf_A	cailleach ribeach	cailleach,ribeach
Nm_Nf	cailín aimsire	cailín,aimsir
Nm_Nm	cailín beáir	cailín,beár
Nm_A	cailín bán	cailín,bán
Nm_Nf	cailín coimhdeachta	cailín,coimhdeacht
Nm_A	cailín dearg	cailín,dearg
Nm_A	cailín donn	cailín,donn
Nm_Nm	cailín pléisiúir	cailín,pléisiúr
Nm_A	cailín uasal	cailín,uasal
Nm_A	cailín óg	cailín,óg
Nm_Nm	caincín báid	caincín,bád
Nf_A	caint bhrocach	caint,brocach
Nf_AB	caint bhéalscaoilte	caint,béalscaoilte
Nf_A	caint dheisbhéalach	caint,deisbhéalach
Nf_A	caint shrónach	caint,srónach
Nm_Nm	cainteoir dúchais	cainteoir,dúchas
Nm_Nm	caipiteal fiontair	caipiteal,fiontar
Nm_Nm	caipín amadáin	caipín,amadán
Nm_VA	caipín buailte	caipín,buailte
Nm_A	caipín dearg	caipín,dearg
Nm_A	caipín dubh	caipín,dubh
Nm_A	cairpéad Peirseach	cairpéad,Peirseach
Nm_Nm	cairrín gailf	cairrín,galf
Nf_VA	cairt fhostaithe	cairt,fostaithe
Nm_Nm	caisleán gainimh	caisleán,gaineamh
Nm_Nm	caislín aitinn	caislín,aiteann
Nm_Nm	caiteoir dinnéir	caiteoir,dinnéar
Adv:Pr_NmL	do mhuinchille	do,muinchille
Adv:Pr_NfL	ar ais	ar,ais
Adv:Pr_NmL	ar leataobh	ar,leataobh
Adv:Pr_NmE	i leataobh	i,leataobh
Adv:Pr_NmL	le chéile	le,céile
Nm_Nf	caitheamh aimsire	caitheamh,aimsir
Nf_Nm	aghaidh cuain	aghaidh,cuan
Nm_Nm	campa géibhinn	campa,géibheann
Nm_Nm	candaí cadáis	candaí,cadás
Nm_VA	canna bealaithe	canna,bealaithe
Nf_Nm	cantaoir fíona	cantaoir,fíon
Adv:Pr_Nf	ar cóisir	ar,cóisir
Nm_na_Nf	caol na coise	caol,na,cos
Nm_na_Nf	caol na láimhe	caol,na,lámh
Nm_na_Nf	caol na sróine	caol,na,srón
Nm_A	caolán beag	caolán,beag
Nm_Nm	caolán imleacáin	caolán,imleacán
Nm_A	caonach liath	caonach,liath
Nf_Nf	caor fíniúna	caor,fíniúin
Nm_A	capall anaithnid	capall,anaithnid
Nm_A	capall barbarach	capall,barbarach
Nm_A	capall bán	capall,bán
Nm_Nm	capall cogaidh	capall,cogadh
Nm_Nf	capall coille	capall,coill
Nm_A	capall corrach	capall,corrach
Nm_Nf	capall folaíochta	capall,folaíocht
Nm_VA	capall fostaithe	capall,fostaithe
Nm_A	capall glas	capall,glas
Nm_A	capall suarach	capall,suarach
Nm_A	capall sáiteach	capall,sáiteach
Nm_Nm	cara cléibh	cara,cliabh
Nm_Nm	cara cnis	cara,cneas
Nm_na_Nf	cara na soininne	cara,na,soineann
Nm_Nm	cara pinn	cara,peann
Nm_Nf	carbhat cuachóige	carbhat,cuachóg
